"Date Printed: Tuesday, June 6, 2023 11:21:49 AM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Female | Male | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2022 are considered preliminary (subject to a 12-month reporting delay). Inclusion of 2022 data in trend assessments is discouraged. Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Data by transmission category presented based on assigned sex at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2008","Alaska","02","Ages 13 years and older","White","Male","All transmission categories","16","7.9","202,295"
"HIV diagnoses","2008","Alaska","02","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","1","7.3","13,742"
"HIV diagnoses","2008","Alaska","02","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","0","0.0","16,229"
"HIV diagnoses","2008","Alaska","02","Ages 13 years and older","Black/African American","Female","All transmission categories","1","11.1","9,010"
"HIV diagnoses","2008","Alaska","02","Ages 13 years and older","Black/African American","Male","All transmission categories","6","51.8","11,574"
"HIV diagnoses","2008","Alaska","02","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","14,188"
"HIV diagnoses","2008","Alaska","02","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","12,214"
"HIV diagnoses","2021","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","23","1.3","1,742,890"
"HIV diagnoses","2021","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","221","12.9","1,712,645"
"HIV diagnoses","2021","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","24","2.6","916,533"
"HIV diagnoses","2021","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","331","35.8","925,577"
"HIV diagnoses","2021","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","44","32.8","133,994"
"HIV diagnoses","2021","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","81","55.6","145,735"
"HIV diagnoses","2021","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","1","0.8","117,741"
"HIV diagnoses","2021","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","5","4.8","103,721"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","32","1.9","1,726,078"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","198","11.7","1,695,703"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","24","2.7","890,580"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","241","26.8","899,132"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","26","20.1","129,229"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","70","49.7","140,879"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","1","0.9","114,726"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","10","9.9","100,707"
"HIV diagnoses","2019","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","34","1.9","1,780,925"
"HIV diagnoses","2019","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","199","11.5","1,725,483"
"HIV diagnoses","2019","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","33","3.7","892,515"
"HIV diagnoses","2019","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","295","33.0","893,883"
"HIV diagnoses","2019","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","35","27.2","128,743"
"HIV diagnoses","2019","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","87","62.5","139,262"
"HIV diagnoses","2019","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","1","0.9","115,979"
"HIV diagnoses","2019","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","12","11.9","100,539"
"HIV diagnoses","2018","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","31","1.8","1,755,809"
"HIV diagnoses","2018","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","211","12.4","1,702,442"
"HIV diagnoses","2018","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","31","3.6","865,765"
"HIV diagnoses","2018","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","287","33.1","867,260"
"HIV diagnoses","2018","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","22","17.8","123,473"
"HIV diagnoses","2018","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","97","72.5","133,878"
"HIV diagnoses","2018","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","4","3.6","111,785"
"HIV diagnoses","2018","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","12","12.4","96,836"
"HIV diagnoses","2017","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","26","1.5","1,734,383"
"HIV diagnoses","2017","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","216","12.9","1,679,752"
"HIV diagnoses","2017","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","26","3.1","840,444"
"HIV diagnoses","2017","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","270","32.1","842,289"
"HIV diagnoses","2017","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","37","31.2","118,495"
"HIV diagnoses","2017","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","75","58.1","129,139"
"HIV diagnoses","2017","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","4","3.7","108,696"
"HIV diagnoses","2017","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","13","13.8","94,390"
"HIV diagnoses","2016","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","29","1.7","1,717,231"
"HIV diagnoses","2016","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","202","12.1","1,663,218"
"HIV diagnoses","2016","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","17","2.1","816,561"
"HIV diagnoses","2016","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","256","31.3","818,664"
"HIV diagnoses","2016","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","38","33.3","114,011"
"HIV diagnoses","2016","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","89","71.2","124,991"
"HIV diagnoses","2016","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","2","1.9","105,005"
"HIV diagnoses","2016","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","12","13.2","91,075"
"HIV diagnoses","2015","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","26","1.5","1,699,624"
"HIV diagnoses","2015","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","205","12.5","1,645,728"
"HIV diagnoses","2015","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","24","3.0","793,473"
"HIV diagnoses","2015","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","235","29.5","796,084"
"HIV diagnoses","2015","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","36","33.1","108,791"
"HIV diagnoses","2015","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","78","64.7","120,561"
"HIV diagnoses","2015","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","2","2.0","99,879"
"HIV diagnoses","2015","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","15","17.4","86,249"
"HIV diagnoses","2014","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","27","1.6","1,684,854"
"HIV diagnoses","2014","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","225","13.8","1,631,534"
"HIV diagnoses","2014","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","37","4.8","771,315"
"HIV diagnoses","2014","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","238","30.8","772,461"
"HIV diagnoses","2014","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","34","32.6","104,450"
"HIV diagnoses","2014","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","87","74.7","116,456"
"HIV diagnoses","2014","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","3","3.1","95,808"
"HIV diagnoses","2014","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","12","14.5","82,598"
"HIV diagnoses","2013","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","23","1.4","1,669,791"
"HIV diagnoses","2013","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","239","14.8","1,616,835"
"HIV diagnoses","2013","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","24","3.2","750,032"
"HIV diagnoses","2013","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","221","29.5","749,958"
"HIV diagnoses","2013","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","27","26.8","100,782"
"HIV diagnoses","2013","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","77","68.2","112,939"
"HIV diagnoses","2013","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","2","2.2","90,995"
"HIV diagnoses","2013","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","4","5.1","78,209"
"HIV diagnoses","2012","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","27","1.6","1,659,362"
"HIV diagnoses","2012","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","206","12.8","1,607,800"
"HIV diagnoses","2012","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","17","2.3","730,006"
"HIV diagnoses","2012","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","200","27.4","730,175"
"HIV diagnoses","2012","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","27","27.6","97,738"
"HIV diagnoses","2012","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","65","59.2","109,736"
"HIV diagnoses","2012","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","6","6.9","86,711"
"HIV diagnoses","2012","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","8","10.8","74,066"
"HIV diagnoses","2011","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","26","1.6","1,647,325"
"HIV diagnoses","2011","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","199","12.5","1,596,056"
"HIV diagnoses","2011","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","12","1.7","710,937"
"HIV diagnoses","2011","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","198","27.8","711,152"
"HIV diagnoses","2011","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","23","24.4","94,301"
"HIV diagnoses","2011","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","50","47.2","105,979"
"HIV diagnoses","2011","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","5","6.0","82,834"
"HIV diagnoses","2011","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","10","14.2","70,370"
"HIV diagnoses","2010","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","26","1.6","1,639,555"
"HIV diagnoses","2010","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","266","16.8","1,586,373"
"HIV diagnoses","2010","Arizona","04","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","14","2.0","692,757"
"HIV diagnoses","2010","Arizona","04","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","197","28.5","691,984"
"HIV diagnoses","2010","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","16","17.4","91,787"
"HIV diagnoses","2010","Arizona","04","Ages 13 years and older","Black/African American","Male","All transmission categories","37","36.0","102,716"
"HIV diagnoses","2010","Arizona","04","Ages 13 years and older","Asian","Female","All transmission categories","1","1.3","78,682"
"HIV diagnoses","2010","Arizona","04","Ages 13 years and older","Asian","Male","All transmission categories","6","9.0","66,664"
"HIV diagnoses","2009","Arizona","04","Ages 13 years and older","White","Female","All transmission categories","20","1.2","1,663,616"
"HIV diagnoses","2009","Arizona","04","Ages 13 years and older","White","Male","All transmission categories","246","15.4","1,596,981"
